Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
149465	CFAP57	.	2	.	.	.	.	.	.	.	.	.	.
477	ATP1A2	.	.	.	.	.	2	.	2	.	.	.	.
57526	PCDH19	.	.	2	.	2	1	1	.	.	.	.	.
4076	CAPRIN1	.	.	.	.	.	.	2	.	.	.	.	.
1828	DSG1	2	.	.	.	.	.	.	.	.	.	.	2
129684	CNTNAP5	.	.	2	2	2	.	.	.	.	.	.	.
28981	IFT81	.	.	.	1	.	.	.	.	.	.	.	.
115701	ALPK2	.	.	.	.	.	.	.	.	.	.	.	2
10178	TENM1	.	.	.	.	.	.	2	.	.	.	.	.
55619	DOCK10	.	.	.	1	.	.	.	.	.	.	.	.
57538	ALPK3	1	.	.	.	.	.	.	.	.	.	.	.
51673	TPPP3	.	.	.	2	.	.	.	.	.	.	.	.
54832	VPS13C	.	1	.	1	.	.	.	.	.	.	.	.
1769	DNAH8	.	.	2	.	2	.	.	.	.	.	.	.
2182	ACSL4	.	.	.	.	.	.	2	.	.	.	.	.
26059	ERC2	.	1	.	1	.	.	.	.	.	.	.	.
79925	SPEF2	.	.	.	.	.	.	.	.	.	.	.	2
50809	HP1BP3	.	.	.	1	.	.	.	.	.	.	.	.
5168	ENPP2	.	.	.	.	.	.	2	1	.	.	.	.
2050	EPHB4	.	.	.	.	.	.	.	1	.	.	.	.
3908	LAMA2	.	.	.	.	.	.	2	.	.	.	.	.
1657	DMXL1	2	.	.	.	.	.	.	.	.	.	.	.
152100	CMC1	.	.	.	.	.	.	.	.	.	.	.	2
57455	REXO1	.	2	.	.	.	.	.	.	.	.	.	.
55799	CACNA2D3	.	2	.	2	.	.	.	.	.	.	.	.
6566	SLC16A1	.	.	.	.	.	1	.	.	.	.	.	.
5550	PREP	.	.	.	.	.	.	.	.	.	.	.	1
65078	RTN4R	2	.	.	1	.	.	.	.	.	.	.	.
374291	NDUFS7	.	.	.	1	.	.	.	.	.	.	.	.
102	ADAM10	1	.	.	.	.	.	.	.	.	.	.	.
6326	SCN2A	.	.	2	1	2	1	2	.	.	.	.	.
7846	TUBA1A	.	.	.	1	.	.	.	.	.	.	.	.
1268	CNR1	1	.	.	1	.	2	.	1	2	2	.	2
6520	SLC3A2	.	.	.	.	.	.	.	.	.	.	2	.
10497	UNC13B	.	.	.	.	.	.	.	.	.	1	.	.
10752	CHL1	.	.	.	3	.	2	.	.	.	.	.	.
16	AARS1	.	.	.	.	.	1	.	.	.	.	.	.
6207	RPS13	.	1	.	1	.	.	.	.	.	.	.	.
6712	SPTBN2	.	2	.	.	.	.	.	.	.	.	.	.
8997	KALRN	1	.	.	1	.	.	.	.	.	.	.	.
9472	AKAP6	.	1	.	1	.	.	.	.	.	.	.	.
8842	PROM1	.	2	.	.	.	2	.	.	.	.	.	.
57128	LYRM4	.	.	.	1	.	.	.	.	.	.	.	.
7879	RAB7A	1	.	.	.	.	.	.	.	.	2	.	.
90678	LRSAM1	1	.	.	.	.	.	.	.	.	.	.	.
4625	MYH7	2	.	.	.	.	.	.	.	.	.	.	.
5141	PDE4A	.	2	.	1	.	.	.	.	.	.	.	2
2674	GFRA1	1	.	.	2	.	.	.	.	.	.	.	.
54795	TRPM4	.	.	.	.	.	.	.	.	.	.	.	2
1958	EGR1	1	.	.	1	.	2	.	.	.	.	.	.
308	ANXA5	.	.	.	2	.	.	.	1	.	.	.	.
2897	GRIK1	.	2	2	1	2	.	.	.	.	.	.	.
5144	PDE4D	.	.	.	1	.	.	2	1	.	.	.	.
6854	SYN2	.	1	1	1	1	1	.	.	.	.	.	.
5880	RAC2	.	.	.	.	.	1	.	.	.	.	.	.
5999	RGS4	1	1	.	1	.	.	.	.	.	.	.	.
57680	CHD8	.	.	2	.	2	.	.	.	.	.	.	.
30811	HUNK	.	.	.	1	.	.	.	.	.	.	.	.
10587	TXNRD2	.	.	.	2	.	.	.	.	.	.	.	.
2177	FANCD2	1	.	.	.	.	.	.	.	.	.	.	.
5306	PITPNA	.	.	.	1	.	.	.	.	.	.	.	.
115557	ARHGEF25	.	.	.	.	.	.	.	1	.	.	.	.
3074	HEXB	2	.	.	.	.	.	.	.	.	.	.	.
5337	PLD1	.	.	.	1	.	.	.	.	.	.	.	.
3832	KIF11	.	.	.	.	.	.	2	.	.	.	.	.
4744	NEFH	2	.	.	.	.	.	.	.	.	.	.	2
7223	TRPC4	.	.	.	.	.	3	.	2	.	.	.	.
3745	KCNB1	.	.	.	1	.	1	.	.	.	.	.	.
7257	TSNAX	.	1	.	1	.	.	.	.	.	.	.	.
23431	AP4E1	2	.	.	.	.	2	2	.	.	.	.	.
4983	OPHN1	.	.	.	.	.	.	2	.	.	.	.	.
6134	RPL10	.	.	2	.	2	.	.	.	.	.	.	.
6506	SLC1A2	2	.	.	1	.	2	.	.	.	2	.	2
8502	PKP4	.	.	.	1	.	.	.	.	.	.	.	.
23209	MLC1	.	.	.	2	.	.	.	.	.	.	.	.
1130	LYST	.	.	.	.	.	2	.	.	.	.	.	.
7402	UTRN	.	.	.	.	.	2	.	.	.	.	.	.
1901	S1PR1	2	.	.	.	.	.	.	2	.	.	.	2
391	RHOG	.	.	.	.	.	.	2	.	.	.	.	.
2784	GNB3	1	2	.	1	.	2	.	2	.	.	.	.
8239	USP9X	.	.	.	.	.	.	1	.	.	.	.	.
4261	CIITA	.	.	.	.	.	.	.	.	.	.	.	1
131118	DNAJC19	.	.	.	1	.	.	.	.	.	.	.	.
6792	CDKL5	.	.	2	.	2	2	2	.	.	.	.	.
79813	EHMT1	.	.	.	.	.	.	2	.	.	.	.	.
27327	TNRC6A	2	.	.	.	.	.	.	.	.	.	.	.
22933	SIRT2	1	.	.	.	.	.	.	.	2	2	.	.
1993	ELAVL2	.	3	2	2	2	.	.	.	.	.	.	.
4775	NFATC3	.	.	.	2	.	.	.	.	.	.	.	.
8914	TIMELESS	.	3	.	.	.	.	.	.	.	.	.	.
675	BRCA2	.	1	.	.	.	.	.	.	.	.	.	.
545	ATR	1	.	.	.	.	.	.	.	.	.	.	.
55201	MAP1S	.	.	.	.	.	.	.	.	.	.	1	.
7994	KAT6A	.	.	.	.	.	.	2	.	.	.	.	.
55193	PBRM1	.	2	.	.	.	.	.	.	.	.	.	.
23325	WASHC4	2	.	.	.	.	.	2	.	.	.	.	.
2629	GBA	2	.	.	.	.	2	.	2	.	1	.	.
8893	EIF2B5	.	.	.	.	.	1	.	.	.	1	.	1
4900	NRGN	1	.	.	1	.	.	2	.	.	2	.	.
3786	KCNQ3	.	.	.	.	.	2	2	3	.	.	.	.
823	CAPN1	1	.	.	.	.	1	.	.	.	1	.	.
176	ACAN	.	2	.	1	.	.	.	.	.	.	.	.
55215	FANCI	.	.	.	.	.	2	.	.	.	.	.	.
51667	NUB1	.	.	.	.	.	.	.	.	1	.	.	.
2554	GABRA1	.	.	1	1	1	1	.	.	.	.	.	.
2555	GABRA2	.	1	1	1	1	1	.	.	.	.	.	.
6683	SPAST	.	.	.	.	.	.	3	.	.	.	.	.
5289	PIK3C3	.	.	.	1	.	.	.	.	.	.	.	.
9101	USP8	.	.	.	.	.	.	.	.	1	.	.	.
55236	UBA6	.	.	.	.	.	.	.	.	.	1	.	.
5286	PIK3C2A	.	2	.	1	.	.	.	.	.	.	.	.
8537	BCAS1	.	2	.	2	.	.	.	.	.	.	.	.
23373	CRTC1	1	.	.	.	.	.	.	.	.	.	.	.
9343	EFTUD2	.	.	.	.	.	.	2	.	.	.	.	.
9312	KCNB2	.	.	.	.	.	.	.	.	.	.	.	2
2900	GRIK4	.	2	.	2	.	.	.	.	.	.	.	.
113246	C12orf57	.	.	.	.	.	.	2	.	.	.	.	.
7345	UCHL1	1	.	.	1	.	.	.	.	1	1	.	.
1456	CSNK1G3	1	.	.	.	.	.	.	.	.	.	.	.
54875	CNTLN	.	.	.	.	.	.	.	.	.	2	.	.
152330	CNTN4	.	2	2	2	2	.	.	.	.	.	.	.
5116	PCNT	.	2	.	2	.	.	.	.	.	.	.	.
6390	SDHB	.	.	.	.	.	.	.	.	.	2	.	.
2566	GABRG2	1	1	1	1	1	1	.	.	.	.	.	.
81027	TUBB1	.	.	.	.	.	.	.	.	.	.	1	.
3746	KCNC1	.	.	.	2	.	2	.	.	.	.	.	.
54861	SNRK	.	2	.	2	.	.	.	.	.	.	.	.
6335	SCN9A	.	.	2	.	2	1	.	.	.	.	.	.
1636	ACE	1	2	2	2	2	.	.	2	.	2	.	2
261726	TIPRL	.	.	.	.	.	2	.	.	.	.	.	.
2876	GPX1	.	.	2	2	2	.	.	2	.	2	.	.
3502	IGHG3	2	.	.	.	.	.	.	.	.	.	.	.
80142	PTGES2	2	.	.	.	.	.	.	.	.	.	.	.
1938	EEF2	1	.	.	.	.	.	.	.	.	.	.	.
38	ACAT1	.	.	.	.	.	.	.	1	.	.	.	.
91526	ANKRD44	.	.	.	.	.	.	2	.	.	.	.	.
6801	STRN	.	.	.	2	.	.	.	.	.	.	.	.
56888	KCMF1	.	.	.	.	.	.	2	1	.	.	.	.
200933	FBXO45	.	.	.	1	.	.	.	.	.	.	.	.
5813	PURA	1	.	.	1	.	2	1	.	.	.	.	.
8450	CUL4B	.	.	.	.	.	.	1	.	.	.	.	.
57657	HCN3	.	.	.	.	.	2	.	.	.	.	.	.
8473	OGT	.	.	.	.	.	.	.	2	.	.	.	.
8428	STK24	1	.	.	.	.	.	.	.	.	.	.	.
51400	PPME1	.	.	.	.	.	1	.	.	.	.	.	.
8500	PPFIA1	.	.	.	.	.	1	.	.	.	.	.	.
259232	NALCN	.	2	.	2	.	.	.	.	.	.	.	.
24137	KIF4A	.	.	.	.	.	.	1	.	.	.	.	.
5981	RFC1	1	.	.	.	.	.	.	.	.	.	.	.
201161	CENPV	.	.	.	.	.	.	2	.	.	.	.	.
7515	XRCC1	1	.	.	.	.	.	.	1	2	1	.	.
57507	ZNF608	3	.	.	.	.	.	.	.	.	.	.	.
84687	PPP1R9B	.	.	.	1	.	.	.	.	.	.	.	.
23389	MED13L	.	.	.	.	.	.	1	2	.	.	.	.
2020	EN2	.	.	2	.	2	.	.	.	.	2	.	.
249	ALPL	2	.	.	.	.	2	1	.	.	.	.	.
23255	MTCL1	.	.	.	.	.	.	.	.	.	2	.	.
256158	HMCN2	2	.	.	.	.	.	.	.	.	.	.	.
57084	SLC17A6	2	2	2	1	2	.	.	.	.	.	.	.
64848	YTHDC2	.	.	.	.	.	2	.	.	.	.	.	.
5862	RAB2A	.	.	.	.	.	.	1	.	.	.	.	.
57662	CAMSAP3	.	.	.	.	.	.	1	.	.	.	.	.
60412	EXOC4	1	.	.	.	.	.	.	.	.	.	.	.
6391	SDHC	.	2	.	1	.	.	.	.	.	.	.	.
11231	SEC63	.	2	.	2	.	.	.	.	.	.	.	.
55831	EMC3	2	.	.	.	.	.	.	.	.	.	.	.
10632	ATP5MG	.	.	.	.	.	.	2	.	.	.	.	.
8682	PEA15	.	.	.	1	.	.	.	.	.	.	.	.
84726	PRRC2B	.	.	.	.	.	.	2	.	.	.	.	.
9414	TJP2	.	1	.	.	.	.	.	.	.	.	.	.
22998	LIMCH1	.	.	.	.	.	.	.	.	.	2	.	.
51070	NOSIP	.	.	.	1	.	.	.	.	.	.	.	.
4856	CCN3	.	.	.	.	.	.	.	1	.	.	.	.
9732	DOCK4	.	.	2	1	2	.	.	.	.	.	.	.
873	CBR1	.	.	.	1	.	.	.	.	.	.	2	.
54468	MIOS	.	2	.	2	.	.	.	.	.	.	.	.
55717	WDR11	.	.	.	.	.	.	2	.	.	.	.	.
10409	BASP1	.	2	.	1	.	.	.	.	.	.	.	.
285513	GPRIN3	.	.	.	.	.	.	.	.	.	2	.	.
23167	EFR3A	2	.	.	.	.	.	.	.	.	.	.	.
119	ADD2	.	.	.	.	.	.	.	2	.	.	.	.
10160	FARP1	2	.	.	.	.	.	.	.	.	.	.	.
1650	DDOST	.	.	.	.	.	.	.	.	.	2	.	.
4642	MYO1D	.	.	.	2	.	.	.	2	.	.	.	.
490	ATP2B1	1	.	.	.	.	.	.	1	.	.	.	.
23385	NCSTN	1	.	.	.	.	.	.	.	.	.	.	.
644	BLVRA	1	.	.	.	.	.	.	1	.	.	.	.
1212	CLTB	.	.	.	2	.	.	.	.	.	.	.	.
2739	GLO1	.	.	2	1	2	.	.	.	.	.	.	2
6888	TALDO1	.	.	.	.	.	.	.	.	.	.	.	2
166336	PRICKLE2	.	.	2	.	2	2	.	.	.	.	.	.
2530	FUT8	.	.	.	.	.	.	.	.	.	.	.	2
26504	CNNM4	.	2	.	.	.	.	.	.	.	.	.	.
54805	CNNM2	.	2	3	3	3	.	3	.	.	.	.	.
4697	NDUFA4	.	2	.	.	.	.	.	.	.	.	.	.
6233	RPS27A	.	1	.	.	.	.	.	.	.	.	.	.
53981	CPSF2	2	.	.	.	.	.	.	.	.	.	.	.
57572	DOCK6	.	2	.	2	.	.	.	.	.	.	.	.
23314	SATB2	.	.	.	2	.	.	.	.	.	.	.	.
63891	RNF123	.	.	.	.	.	.	2	.	.	.	.	.
391634	HSP90AB2P	.	.	.	.	.	.	.	.	.	2	.	.
11261	CHP1	.	.	.	2	.	.	.	.	.	.	.	.
27020	NPTN	.	.	.	2	.	.	.	.	.	.	.	.
26084	ARHGEF26	.	.	.	.	.	2	.	.	.	.	.	.
29801	ZDHHC8	.	.	.	2	.	.	.	.	.	.	.	.
8604	SLC25A12	.	.	2	2	2	.	.	.	.	.	.	.
4719	NDUFS1	.	.	.	1	.	.	.	.	.	.	2	.
7384	UQCRC1	.	.	.	2	.	.	.	.	.	.	.	.
25902	MTHFD1L	1	.	.	.	.	.	.	.	.	.	.	.
81570	CLPB	.	.	.	.	.	.	2	.	.	.	.	.
56993	TOMM22	.	.	.	.	.	.	.	.	.	1	.	.
10165	SLC25A13	1	.	.	.	.	.	.	.	.	.	2	.
537	ATP6AP1	.	.	.	.	.	.	2	.	.	.	.	.
79789	CLMN	2	.	.	.	.	.	.	.	.	.	.	.
57620	STIM2	.	.	.	.	.	2	.	.	.	.	.	.
23078	VWA8	.	.	.	.	.	.	.	.	.	.	.	1
8443	GNPAT	.	.	.	2	.	.	.	.	.	.	.	.
84129	ACAD11	.	.	.	.	.	.	.	.	.	2	.	.
55860	ACTR10	1	.	.	.	.	.	.	.	.	.	.	.
57609	DIP2B	.	.	.	.	.	.	1	.	.	.	.	.
6874	TAF4	.	2	.	.	.	.	.	.	.	.	.	.
4774	NFIA	.	2	.	.	.	.	.	.	.	.	.	.
57459	GATAD2B	.	.	.	.	.	.	2	.	.	.	.	.
64682	ANAPC1	.	.	.	.	.	.	.	.	.	.	.	2
8766	RAB11A	.	.	.	.	.	.	.	.	2	.	.	.
6727	SRP14	.	.	.	.	.	.	.	1	.	.	.	.
6183	MRPS12	.	.	.	.	.	.	.	2	.	.	.	.
25994	HIGD1A	2	.	.	.	.	.	.	.	.	.	.	.
23074	UHRF1BP1L	.	.	.	2	.	.	.	.	.	.	.	.
3029	HAGH	.	.	2	1	2	.	.	.	.	.	.	.
51649	MRPS23	.	2	.	.	.	1	.	.	.	.	.	1
65992	DDRGK1	.	.	.	.	.	.	.	.	.	1	.	.
23344	ESYT1	.	.	.	2	.	.	.	.	.	.	.	.
83696	TRAPPC9	.	.	.	.	.	.	1	.	.	.	.	.
526	ATP6V1B2	.	1	.	1	.	.	.	.	.	.	.	.
9321	TRIP11	.	.	.	.	.	.	.	.	.	2	.	.
6170	RPL39	.	.	.	.	.	.	2	.	.	.	.	.
56922	MCCC1	.	2	.	.	.	.	.	.	.	2	.	.
54881	TEX10	.	.	.	.	.	.	.	1	.	.	.	.
6745	SSR1	.	.	.	.	.	.	.	.	.	.	.	2
7057	THBS1	.	2	2	1	2	.	.	1	.	.	.	.
381	ARF5	.	.	.	.	.	.	.	.	.	.	2	.
23060	ZNF609	2	.	.	.	.	.	.	.	.	.	.	.
23438	HARS2	.	.	.	1	.	.	.	.	.	.	.	.
10884	MRPS30	.	.	.	1	.	.	.	.	.	.	.	.
4200	ME2	.	.	.	.	.	2	.	.	.	.	.	.
50	ACO2	1	.	.	2	.	.	.	.	.	.	.	.
7416	VDAC1	1	.	.	.	.	.	.	.	.	1	.	1
9968	MED12	.	.	2	2	2	.	1	.	.	.	.	.
10109	ARPC2	.	.	.	.	.	2	.	.	.	.	.	.
6935	ZEB1	.	.	.	.	.	.	.	.	.	.	.	2
57187	THOC2	.	.	.	.	.	.	2	.	.	.	.	.
6525	SMTN	.	.	.	.	.	.	.	2	.	.	.	.
23071	ERP44	.	.	.	.	.	.	.	2	.	.	.	.
23576	DDAH1	.	.	.	2	.	.	.	2	.	.	.	2
231	AKR1B1	.	.	.	.	.	.	.	.	.	.	1	.
55585	UBE2Q1	.	.	.	.	.	1	.	.	.	.	.	.
11169	WDHD1	.	.	.	.	.	.	.	.	.	2	.	.
1717	DHCR7	.	.	.	.	.	.	.	.	.	.	.	2
56926	NCLN	.	2	.	2	.	.	.	.	.	.	.	.
84630	TTBK1	1	.	.	.	.	.	.	.	.	.	.	.
1666	DECR1	.	.	.	.	.	.	.	.	.	.	3	.
22	ABCB7	.	.	.	.	.	.	2	.	.	.	.	.
1356	CP	2	.	.	.	.	.	.	2	2	2	.	.
291	SLC25A4	.	2	.	.	.	.	.	.	.	.	.	.
347688	TUBB8	.	.	.	.	.	.	2	.	.	.	.	.
57608	JCAD	2	.	.	.	.	.	.	.	.	.	.	.
22848	AAK1	.	.	.	.	.	.	.	.	.	2	.	.
5230	PGK1	.	.	.	1	.	.	.	.	.	.	.	.
116443	GRIN3A	.	2	.	2	.	.	.	.	2	.	.	.
8787	RGS9	.	.	.	1	.	.	.	.	.	.	.	.
63976	PRDM16	.	.	.	.	.	.	.	1	.	.	.	.
4811	NID1	.	.	.	3	.	2	.	.	.	.	.	.
9211	LGI1	.	.	.	.	.	1	.	.	.	.	.	.
7991	TUSC3	.	.	.	.	.	.	1	.	.	.	.	.
6327	SCN2B	.	.	.	.	.	1	.	2	.	.	.	.
889	KRIT1	.	.	.	.	.	1	.	.	.	.	.	.
713	C1QB	.	.	.	1	.	.	.	.	.	1	.	.
563	AZGP1	.	.	.	.	.	.	.	2	.	.	.	.
5179	PENK	.	.	.	2	.	.	.	.	.	.	.	.
779	CACNA1S	.	2	2	2	2	.	.	.	.	.	.	.
9762	LZTS3	.	.	.	.	.	.	.	.	.	2	.	.
830	CAPZA2	.	.	.	.	.	.	.	.	.	.	.	2
8525	DGKZ	.	1	.	.	.	.	.	.	.	.	.	.
8867	SYNJ1	1	1	.	.	.	.	.	.	.	1	.	.
8754	ADAM9	1	.	.	.	.	.	.	.	.	.	.	.
4897	NRCAM	.	.	2	.	2	.	.	.	.	.	.	.
26047	CNTNAP2	1	1	2	1	2	2	2	.	.	.	.	.
8853	ASAP2	.	.	.	.	.	.	.	.	.	.	.	1
9820	CUL7	.	.	.	.	.	.	.	2	.	.	.	.
966	CD59	.	1	.	.	.	.	.	.	.	.	.	.
9948	WDR1	2	.	.	1	.	.	.	.	.	.	.	.
4978	OPCML	.	.	.	1	.	.	.	.	.	.	.	.
607	BCL9	.	1	.	1	.	.	.	.	.	.	.	.
63971	KIF13A	.	.	.	.	.	2	.	.	.	.	.	.
3738	KCNA3	1	.	.	.	.	.	.	.	.	.	.	2
7162	TPBG	.	.	.	.	.	.	.	2	.	.	.	.
9868	TOMM70	.	.	.	.	.	.	.	.	.	1	.	.
9550	ATP6V1G1	.	2	.	.	.	.	.	.	.	.	.	.
8880	FUBP1	.	.	.	1	.	.	.	.	.	2	.	.
9446	GSTO1	2	.	.	.	.	.	.	1	.	.	.	.
6227	RPS21	.	.	.	.	.	.	.	1	.	.	.	.
785	CACNB4	.	.	.	.	.	1	.	.	.	.	.	.
9842	PLEKHM1	.	.	.	.	.	.	.	.	.	2	.	.
9568	GABBR2	.	.	1	1	1	1	.	.	.	.	.	.
8562	DENR	.	.	.	.	.	.	.	.	.	2	.	.
9839	ZEB2	.	.	.	2	.	1	2	.	.	.	.	.
9620	CELSR1	.	.	.	1	.	.	.	.	.	.	.	.
8895	CPNE3	.	.	.	2	.	.	.	.	.	.	.	.
7812	CSDE1	.	.	1	.	1	.	.	.	.	.	.	.
7511	XPNPEP1	.	.	.	.	.	.	.	2	.	.	.	.
51196	PLCE1	.	2	.	.	.	.	.	2	.	.	.	.
84152	PPP1R1B	.	2	2	1	2	.	.	.	.	.	.	.
874	CBR3	.	.	.	.	.	.	.	.	.	.	2	.
6447	SCG5	.	.	2	.	2	.	.	.	.	.	.	.
4694	NDUFA1	.	.	.	.	.	3	.	.	.	3	.	.
6515	SLC2A3	1	.	.	.	.	.	.	.	2	.	.	.
5226	PGD	.	4	.	4	.	.	.	.	.	.	4	4
9482	STX8	1	.	.	.	.	.	.	.	.	.	.	.
9900	SV2A	.	.	.	1	.	1	.	.	.	.	.	.
9779	TBC1D5	.	.	.	1	.	.	.	.	.	.	.	.
4707	NDUFB1	.	.	.	.	.	.	.	.	.	2	.	.
9825	SPATA2	.	.	.	.	.	.	.	.	.	2	.	.
6505	SLC1A1	1	.	2	1	2	2	.	.	.	.	.	2
8825	LIN7A	.	.	.	.	.	.	1	.	.	.	.	.
3766	KCNJ10	.	.	2	.	2	2	2	.	.	.	.	2
8913	CACNA1G	1	.	.	.	.	2	2	.	.	.	.	.
7857	SCG2	.	.	.	.	.	.	.	1	.	.	.	.
9495	AKAP5	.	2	.	.	.	.	.	.	.	.	.	.
3751	KCND2	.	.	2	.	2	2	.	.	.	.	.	.
55691	FRMD4A	2	.	.	.	.	.	.	.	.	.	.	.
9892	SNAP91	1	1	.	.	.	.	.	.	.	.	.	.
9901	SRGAP3	.	.	.	.	.	.	1	.	.	.	.	.
55690	PACS1	.	.	.	.	.	.	2	.	.	.	.	.
8506	CNTNAP1	.	.	.	.	.	.	.	.	.	.	1	.
18	ABAT	.	.	2	.	2	2	.	.	.	.	.	.
6000	RGS7	.	.	.	.	.	.	.	.	.	.	.	2
29934	SNX12	1	.	.	.	.	.	.	.	.	.	.	.
90134	KCNH7	.	2	.	.	.	.	.	.	.	.	.	2
85439	STON2	.	.	.	2	.	.	.	.	.	.	.	.
2914	GRM4	.	.	.	.	.	2	.	.	.	.	.	.
85300	ATCAY	.	.	.	1	.	.	.	.	.	.	.	.
57468	SLC12A5	.	.	.	2	.	2	.	.	.	.	.	1
84894	LINGO1	.	.	.	1	.	.	.	.	.	1	.	1
3700	ITIH4	.	2	2	1	2	.	.	.	.	.	.	.
93664	CADPS2	.	.	2	.	2	.	2	.	.	.	.	.
55915	LANCL2	.	.	.	2	.	.	.	.	.	.	.	.
23096	IQSEC2	.	.	.	.	.	.	2	.	.	.	.	.
80303	EFHD1	.	.	.	2	.	.	.	.	.	2	.	.
84952	CGNL1	.	1	.	1	.	.	.	.	.	.	.	.
721	C4B	.	.	1	.	1	.	.	.	.	.	.	.
4540	ND5	.	.	.	1	.	1	.	.	.	2	.	2
6942	TCF20	.	2	2	1	2	.	.	.	.	.	.	.
64072	CDH23	.	2	.	.	.	.	.	.	.	.	.	.
84991	RBM17	.	.	.	.	.	.	.	.	.	.	.	2
9529	BAG5	.	.	.	1	.	.	.	.	.	.	.	.
5538	PPT1	.	.	.	2	.	.	.	.	.	.	.	.
5445	PON2	2	.	.	.	.	.	.	2	.	2	.	.
91	ACVR1B	.	.	.	.	.	.	.	1	.	.	.	.
718	C3	1	.	.	.	.	2	.	1	.	1	.	1
6451	SH3BGRL	.	1	.	1	.	.	.	.	.	.	.	.
6900	CNTN2	.	.	.	.	.	1	.	.	.	.	.	2
7167	TPI1	1	.	.	1	.	.	.	.	.	.	.	2
5341	PLEK	.	.	.	.	.	.	.	.	.	.	.	3
85440	DOCK7	.	.	.	.	.	1	.	.	.	.	.	.
6611	SMS	.	.	.	.	.	.	1	.	.	.	.	.
23358	USP24	.	.	.	.	.	.	.	.	.	2	.	.
9987	HNRNPDL	1	.	.	.	.	.	.	.	.	.	1	.
48	ACO1	2	.	.	.	.	.	.	.	.	.	.	.
11141	IL1RAPL1	.	.	2	.	2	.	1	.	.	.	.	.
6653	SORL1	1	.	.	.	.	.	.	.	.	.	.	.
57338	JPH3	.	2	.	.	.	.	.	.	2	.	.	.
9829	DNAJC6	.	.	.	2	.	2	2	.	.	1	.	.
79176	FBXL15	.	.	2	.	2	.	.	.	.	.	.	.
8936	WASF1	1	.	.	.	.	.	.	.	.	.	.	.
7412	VCAM1	.	.	.	.	.	.	.	2	.	.	.	2
94134	ARHGAP12	.	2	.	.	.	.	.	.	.	.	.	.
6334	SCN8A	2	2	.	2	.	3	3	.	.	2	.	3
54938	SARS2	.	.	.	.	.	.	.	2	.	.	.	.
57626	KLHL1	.	.	.	.	.	.	.	.	.	2	.	.
9628	RGS6	.	.	.	2	.	.	.	.	.	.	.	.
57623	ZFAT	.	.	.	.	.	.	.	1	.	.	.	.
9118	INA	.	.	.	1	.	.	.	.	.	.	.	.
6620	SNCB	.	.	.	.	.	.	.	.	.	1	.	.
51059	FAM135B	.	.	.	.	.	.	.	.	.	2	.	.
55515	ASIC4	.	.	.	.	.	.	2	.	.	.	.	.
9783	RIMS3	.	.	.	1	.	.	.	.	.	.	.	.
633	BGN	.	.	.	.	.	.	.	3	.	.	.	.
124997	WDR81	.	.	.	.	.	.	2	.	.	.	.	.
9755	TBKBP1	.	.	.	.	.	.	.	.	.	.	.	2
84932	RAB2B	.	.	2	.	2	.	.	.	.	.	.	.
9722	NOS1AP	.	1	2	1	2	.	.	.	.	.	.	.
9570	GOSR2	.	.	.	.	.	1	.	2	.	.	.	.
759	CA1	.	.	.	.	.	.	.	.	.	.	2	.
79718	TBL1XR1	.	.	.	.	.	1	1	.	.	.	.	.
9524	TECR	.	.	.	.	.	.	1	.	.	.	.	.
9455	HOMER2	.	.	.	1	.	.	.	.	.	.	.	.
9373	PLAA	.	.	.	2	.	.	.	.	.	.	.	.
80224	NUBPL	.	2	.	2	.	.	.	.	.	.	.	.
53919	SLCO1C1	.	.	.	.	.	.	.	2	.	.	.	.
8671	SLC4A4	.	.	.	.	.	.	2	1	.	.	.	.
5459	POU4F3	.	.	.	.	.	.	.	.	2	.	.	.
80856	LNPK	.	1	.	.	.	.	.	.	.	.	.	.
9415	FADS2	.	1	.	.	.	.	.	.	.	.	.	.
7447	VSNL1	2	.	.	2	.	.	.	.	.	.	.	.
79188	TMEM43	1	.	.	.	.	.	.	.	.	.	.	.
5832	ALDH18A1	1	.	.	.	.	.	.	.	.	.	.	.
92737	DNER	.	.	.	2	.	.	.	.	.	.	.	.
84668	FAM126A	.	2	.	.	.	.	.	.	.	.	.	.
950	SCARB2	.	.	.	.	.	2	.	.	.	2	.	.
9145	SYNGR1	.	2	.	2	.	.	.	.	.	.	.	.
9555	MACROH2A1	.	.	.	.	.	.	.	.	2	.	.	.
254263	CNIH2	.	.	.	2	.	.	.	.	.	.	.	.
8224	SYN3	.	1	.	2	.	.	2	.	.	2	3	3
65267	WNK3	.	.	2	2	2	.	2	.	.	.	.	.
9497	SLC4A7	.	.	.	.	.	.	.	2	.	.	.	.
9685	CLINT1	.	.	.	2	.	.	.	.	.	.	.	.
79791	FBXO31	.	.	.	.	.	.	2	.	.	.	.	.
83660	TLN2	.	.	.	.	.	2	.	.	.	.	.	.
6323	SCN1A	.	.	2	.	2	2	2	.	.	.	.	.
84623	KIRREL3	.	.	.	.	.	.	2	.	.	.	.	.
5121	PCP4	.	.	.	.	.	.	.	2	.	.	.	.
27032	ATP2C1	2	.	.	.	.	.	.	.	.	.	.	.
79832	QSER1	.	.	.	.	.	.	.	.	.	2	.	.
6509	SLC1A4	.	.	.	2	.	.	.	.	.	.	.	.
